Symbol,Security Name,Exchange,ETF,Market Category
APO,"Apollo Global Management, Inc. (New) Common Stock",NYSE,N,
APO$A,"Apollo Global Management, Inc. 6.75% Series A Mandatory Convertible Preferred Stock",NYSE,N,
APOS,"Apollo Global Management, Inc. 7.625% Fixed-Rate Resettable Junior Subordinated Notes due 2053",NYSE,N,
APTV,Aptiv PLC Ordinary Shares,NYSE,N,
AQN,Algonquin Power & Utilities Corp. Common Shares,NYSE,N,
AQNB,"Algonquin Power & Utilities Corp. 6.20% Fixed-to-Floating Subordinated Notes Series 2019-A due July 1, 2079",NYSE,N,
AR,Antero Resources Corporation Common Stock,NYSE,N,
ARCO,Arcos Dorados Holdings Inc. Class A Shares,NYSE,N,
ARDC,"Ares Dynamic Credit Allocation Fund, Inc. Common Shares",NYSE,N,
ARDT,"Ardent Health, Inc. Common Stock",NYSE,N,
ARE,"Alexandria Real Estate Equities, Inc. Common Stock",NYSE,N,
ARES,Ares Management Corporation Class A Common Stock,NYSE,N,
ARES$B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,NYSE,N,
ARI,"Apollo Commercial Real Estate Finance, Inc",NYSE,N,
ARL,"American Realty Investors, Inc. Common Stock",NYSE,N,
ARLO,"Arlo Technologies, Inc. Common Stock",NYSE,N,
ARMK,Aramark Common Stock,NYSE,N,
AROC,"Archrock, Inc. Common Stock",NYSE,N,
ARR,"ARMOUR Residential REIT, Inc.",NYSE,N,
ARR$C,"ARMOUR Residential REIT, Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)",NYSE,N,
ARW,"Arrow Electronics, Inc. Common Stock",NYSE,N,
ARX,Accelerant Holdings Class A Common Shares,NYSE,N,
AS,"Amer Sports, Inc. Ordinary Shares",NYSE,N,
ASA,ASA  Gold and Precious Metals Limited,NYSE,N,
ASAN,"Asana, Inc. Class A Common Stock",NYSE,N,
ASB,Associated Banc-Corp Common Stock,NYSE,N,
ASB$E,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series E",NYSE,N,
ASB$F,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock, Series F",NYSE,N,
ASBA,Associated Banc-Corp 6.625% Fixed-Rate Reset Subordinated Notes due 2033,NYSE,N,
ASC,Ardmore Shipping Corporation Common Stock,NYSE,N,
ASG,"Liberty All-Star Growth Fund, Inc.",NYSE,N,
ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,NYSE,N,
ASGN,ASGN Incorporated Common Stock,NYSE,N,
ASH,Ashland Inc. Common Stock,NYSE,N,
ASIC,Ategrity Specialty Insurance Company Holdings Common Stock,NYSE,N,
ASIX,AdvanSix Inc. Common Stock ,NYSE,N,
ASPN,"Aspen Aerogels, Inc. Common Stock",NYSE,N,
ASR,"Grupo Aeroportuario del Sureste, S.A. de C.V. Common Stock",NYSE,N,
ASX,"ASE Technology Holding Co., Ltd. American Depositary Shares (each representing Two Common Shares) ",NYSE,N,
ATEN,"A10 Networks, Inc. Common Stock",NYSE,N,
ATGE,Adtalem Global Education Inc. Common Stock,NYSE,N,
ATH$A,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share, Series A",NYSE,N,
ATH$B,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share",NYSE,N,
ATH$D,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share, Series D",NYSE,N,
ATH$E,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share, Series E",NYSE,N,
ATHM,"Autohome Inc. American Depositary Shares, each representing four class A ordinary shares.",NYSE,N,
ATHS,Athene Holding Ltd. 7.250% Fixed-Rate Reset Junior Subordinated Debentures due 2064,NYSE,N,
ATI,ATI Inc. Common Stock,NYSE,N,
ATKR,Atkore Inc. Common Stock,NYSE,N,
ATMU,Atmus Filtration Technologies Inc. Common Stock,NYSE,N,
ATO,Atmos Energy Corporation Common Stock,NYSE,N,
ATR,"AptarGroup, Inc. Common Stock",NYSE,N,
ATS,ATS Corporation Common Shares,NYSE,N,
AU,AngloGold Ashanti PLC Ordinary Shares,NYSE,N,
AUB,Atlantic Union Bankshares Corporation Common Stock,NYSE,N,
AUB$A,"Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock, Series A",NYSE,N,
AUNA,Auna SA Class A Ordinary Shares,NYSE,N,
AVA,Avista Corporation Common Stock,NYSE,N,
AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares),NYSE,N,
AVB,"AvalonBay Communities, Inc. Common Stock",NYSE,N,
AVBC,"Avidia Bancorp, Inc. Common Stock",NYSE,N,
AVD,American Vanguard Corporation Common Stock ($0.10 Par Value),NYSE,N,
AVK,Advent Convertible and Income Fund,NYSE,N,
AVNS,"Avanos Medical, Inc. Common Stock",NYSE,N,
AVNT,Avient Corporation Common Stock,NYSE,N,
AVTR,"Avantor, Inc. Common Stock",NYSE,N,
AVY,Avery Dennison Corporation Common Stock,NYSE,N,
AWF,Alliancebernstein Global High Income Fund,NYSE,N,
AWI,Armstrong World Industries Inc Common Stock,NYSE,N,
AWK,"American Water Works Company, Inc. Common Stock",NYSE,N,
AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,NYSE,N,
AWR,American States Water Company Common Stock,NYSE,N,
AX,"Axos Financial, Inc. Common Stock",NYSE,N,
AXIA,AXIA Energia American Depositary Shares (Each representing one Common Share),NYSE,N,
AXIA$,AXIA Energia American Depositary Shares (Each representing one Preferred Share),NYSE,N,
AXL,"American Axle & Manufacturing Holdings, Inc. Common Stock",NYSE,N,
AXP,American Express Company Common Stock,NYSE,N,
AXR,AMREP Corporation Common Stock,NYSE,N,
AXS,Axis Capital Holdings Limited Common Stock,NYSE,N,
AXS$E,"Axis Capital Holdings Limited Depositary Shares, each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares",NYSE,N,
AXTA,Axalta Coating Systems Ltd. Common Shares,NYSE,N,
AYI,Acuity Inc. Common Stock,NYSE,N,
AZO,"AutoZone, Inc. Common Stock",NYSE,N,
AZZ,AZZ Inc.,NYSE,N,
B,Barrick Mining Corporation Common Shares,NYSE,N,
BA,Boeing Company (The) Common Stock,NYSE,N,
BA$A,"Boeing Company (The) Depositary Shares, each representing a 1/20th interest in a share of 6.00% Series A Mandatory Convertible Preferred Stock, par value $1.00",NYSE,N,
BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share,NYSE,N,
BAC,Bank of America Corporation Common Stock,NYSE,N,
BAC$B,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG",NYSE,N,
BAC$E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,NYSE,N,
BAC$K,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH",NYSE,N,
BAC$L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,NYSE,N,
BAC$M,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",NYSE,N,
BAC$N,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",NYSE,N,
BAC$O,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",NYSE,N,
BAC$P,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non-Cumulative Preferred Stock, Series PP",NYSE,N,
BAC$Q,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",NYSE,N,
BAC$S,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",NYSE,N,
BAH,Booz Allen Hamilton Holding Corporation Common Stock,NYSE,N,
BAK,Braskem SA ADR,NYSE,N,
BALL,Ball Corporation Common Stock,NYSE,N,
BALY,Bally's Corporation Common Stock,NYSE,N,
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,NYSE,N,
BANC,"Banc of California, Inc. Common Stock",NYSE,N,
BANC$F,"Banc of California, Inc. Depositary Shares, each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock, Series F",NYSE,N,
BAP,Credicorp Ltd. Common Stock,NYSE,N,
BARK,"BARK, Inc. Class A Common Stock",NYSE,N,
BARK.W,"BARK, Inc. Redeemable Warrants, each whole warrant exercisable for shares of Common Stock at an exercise price of $11.50 per share",NYSE,N,
BAX,Baxter International Inc. Common Stock,NYSE,N,
BB,BlackBerry Limited Common Stock,NYSE,N,
BBAI,"BigBear.ai, Inc. Common Stock",NYSE,N,
BBAI.W,"BigBear.ai, Inc. Redeemable Warrants, each exercisable for one share of Common Stock at an exercise price of $11.50 per share",NYSE,N,
BBAR,Banco BBVA Argentina S.A. ADS,NYSE,N,
BBBY,"Bed Bath & Beyond, Inc. Common Stock",NYSE,N,
BBBY.W,"Bed Bath & Beyond, Inc. Warrants to Purchase Common Stock",NYSE,N,
BBD,Banco Bradesco Sa American Depositary Shares,NYSE,N,
BBDC,"Barings BDC, Inc. Common Stock",NYSE,N,
BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share),NYSE,N,
BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,NYSE,N,
BBT,Beacon Financial Corporation Common stock,NYSE,N,
BBU,Brookfield Business Partners L.P. Limited Partnership Units ,NYSE,N,
BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares,NYSE,N,
BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock,NYSE,N,
BBW,"Build-A-Bear Workshop, Inc. Common Stock",NYSE,N,
BBWI,"Bath & Body Works, Inc.",NYSE,N,
BBY,"Best Buy Co., Inc. Common Stock",NYSE,N,
BC,Brunswick Corporation Common Stock,NYSE,N,
BC$A,Brunswick Corporation 6.500% Senior Notes due 2048,NYSE,N,
BC$C,Brunswick Corporation 6.375% Notes due 2049,NYSE,N,
BCAT,BlackRock Capital Allocation Term Trust Common Shares of Beneficial Interest,NYSE,N,
BCC,"Boise Cascade, L.L.C. Common Stock",NYSE,N,
BCE,"BCE, Inc. Common Stock",NYSE,N,
BCH,Banco De Chile ADS,NYSE,N,
BCO,Brinks Company (The) Common Stock,NYSE,N,
BCS,Barclays PLC Common Stock,NYSE,N,
BCSF,"Bain Capital Specialty Finance, Inc. Common Stock",NYSE,N,
BCSS,Bain Capital GSS Investment Corp. Class A Ordinary Shares,NYSE,N,
BCSS.U,"Bain Capital GSS Investment Corp. Units, each consisting of one Class A Ordinary Share and one-fifth of one redeemable warrant",NYSE,N,
BCSS.W,"Bain Capital GSS Investment Corp. Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",NYSE,N,
BCX,BlackRock Resources Common Shares of Beneficial Interest,NYSE,N,
BDC,Belden Inc Common Stock,NYSE,N,
BDJ,Blackrock Enhanced Equity Dividend Trust,NYSE,N,
BDN,Brandywine Realty Trust Common Stock,NYSE,N,
BDX,"Becton, Dickinson and Company Common Stock",NYSE,N,
BE,Bloom Energy Corporation Class A Common Stock,NYSE,N,
BEDU,"Bright Scholar Education Holdings Limited American Depositary Shares, each  representing four Class A Ordinary Share",NYSE,N,
BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares),NYSE,N,
BEN,"Franklin Resources, Inc. Common Stock",NYSE,N,
BEP,Brookfield Renewable Partners L.P. Limited Partnership Units,NYSE,N,
BEP$A,"Brookfield Renewable Partners L.P. 5.25% Class A Preferred Limited Partnership Units, Series 17",NYSE,N,
BEPC,Brookfield Renewable Corporation Brookfield Renewable Corporation Class A Subordinate Voting Shares,NYSE,N,
BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes,NYSE,N,
BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes,NYSE,N,
BEPJ,Brookfield BRP Holdings (Canada) Inc. 7.250% Perpetual Subordinated Notes,NYSE,N,
BETA,"Beta Technologies, Inc. Class A Common Stock",NYSE,N,
BF.A,Brown Forman Inc Class A Common Stock,NYSE,N,
BF.B,Brown Forman Inc Class B Common Stock,NYSE,N,
BFAM,Bright Horizons Family Solutions Inc. Common Stock,NYSE,N,
BFH,"Bread Financial Holdings, Inc. Common Stock",NYSE,N,
BFK,BlackRock Municipal Income Trust,NYSE,N,
BFLY,"Butterfly Network, Inc. Class A Common Stock",NYSE,N,
BFLY.W,"Butterfly Network, Inc. Warrants",NYSE,N,
BFS,"Saul Centers, Inc. Common Stock",NYSE,N,
BFS$D,"Saul Centers, Inc. Depositary Shares, each representing 1/100th of a share of 6.125% Series D Cumulative Redeemable Preferred Stock",NYSE,N,
BFS$E,"Saul Centers, Inc. Depositary shares, each representing a 1/100th fractional interest in a share of 6.000% Series E Cumulative Redeemable Preferred Stock",NYSE,N,
BFZ,BlackRock California Municipal Income Trust,NYSE,N,
BG,Bunge Limited Common Shares,NYSE,N,
BGB,Blackstone Strategic Credit 2027 Term Fund Common Shares of Beneficial Interest,NYSE,N,
BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests,NYSE,N,
BGR,BlackRock Energy and Resources Trust,NYSE,N,
BGS,"B&G Foods, Inc. Common Stock",NYSE,N,
BGSF,"BGSF, Inc. Common Stock",NYSE,N,
BGSI,Boyd Group Services Inc. Common Shares,NYSE,N,
BGT,BlackRock Floating Rate Income Trust,NYSE,N,
BGX,Blackstone Long Short Credit Income Fund Common Shares,NYSE,N,
BGY,Blackrock Enhanced International Dividend Trust,NYSE,N,
BH,Biglari Holdings Inc. Class B Common Stock,NYSE,N,
BH.A,Biglari Holdings Inc. Class A Common Stock,NYSE,N,
BHC,Bausch Health Companies Inc. Common Stock,NYSE,N,
BHE,"Benchmark Electronics, Inc. Common Stock",NYSE,N,
BHK,Blackrock Core Bond Trust,NYSE,N,
BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares),NYSE,N,
BHR,Braemar Hotels & Resorts Inc. Common Stock,NYSE,N,
BHR$B,"Braemar Hotels & Resorts Inc. 5.50% Series B Cumulative Convertible Preferred Stock, par value $0.01 per share",NYSE,N,
BHR$D,"Braemar Hotels & Resorts Inc. 8.25% Series D Cumulative Preferred Stock,  par value $0.01 per share",NYSE,N,
BHV,BlackRock Virginia Municipal Bond Trust,NYSE,N,
BHVN,Biohaven Ltd. Common Shares ,NYSE,N,
BILL,"BILL Holdings, Inc. Common Stock",NYSE,N,
BIO,"Bio-Rad Laboratories, Inc. Class A Common Stock",NYSE,N,
BIO.B,"Bio-Rad Laboratories, Inc. Class B  Common Stock",NYSE,N,
BIP,Brookfield Infrastructure Partners LP Limited Partnership Units,NYSE,N,
BIP$A,"Brookfield Infrastructure Partners LP 5.125% Class A Preferred Limited Partnership Units, Series 13",NYSE,N,
BIP$B,"Brookfield Infrastructure Partners LP 5.000% Class A Preferred Limited Partnership Units, Series 14",NYSE,N,
BIPC,Brookfield Infrastructure Corporation Brookfield Infrastructure Corporation,NYSE,N,
BIPH,Brookfield Infrastructure Corporation 5.000% Subordinated Notes due 2081,NYSE,N,
BIPI,BIP Bermuda Holdings I Limited 5.125% Perpetual Subordinated Notes,NYSE,N,
BIPJ,Brookfield Infrastructure Corporation 7.250% Subordinated Notes due 2084,NYSE,N,
BIRK,Birkenstock Holding plc Ordinary Shares,NYSE,N,
BIT,BlackRock Multi-Sector Income Trust Common Shares of Beneficial Interest,NYSE,N,
BJ,"BJ's Wholesale Club Holdings, Inc. Common Stock",NYSE,N,
BK,The Bank of New York Mellon Corporation Common Stock,NYSE,N,
BK$K,"The Bank Of New York Mellon Corporation  Depositary Shares, each representing a 1/4,000th interest in a share of Series K Noncumulative Perpetual Preferred Stock",NYSE,N,
BKD,Brookdale Senior Living Inc. Common Stock,NYSE,N,
BKE,"Buckle, Inc. (The) Common Stock",NYSE,N,
BKH,Black Hills Corporation Common Stock,NYSE,N,
BKKT,"Bakkt Holdings, Inc. Class A Common Stock",NYSE,N,
BKKT.W,"Bakkt Holdings, Inc. Warrant",NYSE,N,
BKN,BlackRock Investment Quality Municipal Trust Inc. (The),NYSE,N,
BKSY,BlackSky Technology Inc. Class A Common Stock,NYSE,N,
BKSY.W,"BlackSky Technology Inc. Redeemable Warrants, each whole Warrant exercisable for one share of Class A Common Stock",NYSE,N,
BKT,BlackRock Income Trust Inc. (The),NYSE,N,
BKU,"BankUnited, Inc. Common Stock",NYSE,N,
BKV,BKV Corporation Common Stock,NYSE,N,
BLCO,Bausch + Lomb Corporation Common Shares,NYSE,N,
BLD,TopBuild Corp. Common Stock,NYSE,N,
BLDR,"Builders FirstSource, Inc. Common Stock",NYSE,N,
BLE,BlackRock Municipal Income Trust II,NYSE,N,
BLK,"BlackRock, Inc. Common Stock",NYSE,N,
BLND,"Blend Labs, Inc. Class A Common Stock",NYSE,N,
BLSH,Bullish Ordinary Shares,NYSE,N,
BLW,Blackrock Limited Duration Income Trust,NYSE,N,
BLX,"Banco Latinoamericano de Comercio Exterior, S.A.",NYSE,N,
BMA,Banco Macro S.A.  ADR (representing Ten Class B Common Shares),NYSE,N,
BME,Blackrock Health Sciences Trust,NYSE,N,
BMEZ,BlackRock Health Sciences Term Trust Common Shares of Beneficial Interest,NYSE,N,
BMI,"Badger Meter, Inc. Common Stock",NYSE,N,
BML$G,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a share of Floating Rate Non-Cumulative Preferred Stock , Series 1)",NYSE,N,
BML$H,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 2)",NYSE,N,
BML$J,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 4)",NYSE,N,
BML$L,"Bank of America Corporation Depositary Shares (Each representing a 1/1200th Interest in a Share of Floating Rate Non-Cumulative Preferred Stock, Series 5)",NYSE,N,
BMN,BlackRock 2037 Municipal Target Term Trust Common Shares of Beneficial Interest,NYSE,N,
BMO,Bank Of Montreal Common Stock,NYSE,N,
BMY,Bristol-Myers Squibb Company Common Stock,NYSE,N,
BN,Brookfield Corporation Class A Limited Voting Shares,NYSE,N,
BNED,"Barnes & Noble Education, Inc Common Stock",NYSE,N,
BNH,"Brookfield Finance Inc. 4.625% Subordinated Notes due October 16, 2080",NYSE,N,
BNJ,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes,NYSE,N,
BNL,"Broadstone Net Lease, Inc. Common Stock",NYSE,N,
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,NYSE,N,
BNT,Brookfield Wealth Solutions Ltd. Class A Exchangeable Limited Voting Shares,NYSE,N,
BNY,BlackRock New York Municipal Income Trust,NYSE,N,
BOC,Boston Omaha Corporation Class A Common Stock,NYSE,N,
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,NYSE,N,
BOH,Bank of Hawaii Corporation Common Stock,NYSE,N,
BOH$A,"Bank of Hawaii Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A",NYSE,N,
BOH$B,"Bank of Hawaii Corporation Depositary Shares, Each Representing a 1/40th Interest in a Share of 8.000% Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series B",NYSE,N,
BOOT,"Boot Barn Holdings, Inc. Common Stock",NYSE,N,
BORR,Borr Drilling Limited Common Shares,NYSE,N,
BOW,Bowhead Specialty Holdings Inc. Common Stock,NYSE,N,
BOX,"Box, Inc. Class A Common Stock",NYSE,N,
BP,BP p.l.c. Common Stock,NYSE,N,
BR,"Broadridge Financial Solutions, Inc. Common Stock",NYSE,N,
BRBR,"BellRing Brands, Inc. Common Stock ",NYSE,N,
BRC,Brady Corporation Common Stock,NYSE,N,
BRCC,BRC Inc. Class A Common Stock,NYSE,N,
BRK.A,Berkshire Hathaway Inc. Common Stock,NYSE,N,
BRK.B,Berkshire Hathaway Inc. New Common Stock,NYSE,N,
BRO,"Brown & Brown, Inc. Common Stock",NYSE,N,
BROS,Dutch Bros Inc. Class A Common Stock,NYSE,N,
BRSL,"Brightstar Lottery PLC Trading under the Legal Name to begin at the market open on July 21, 2025. Ordinary Shares",NYSE,N,
BRSP,"BrightSpire Capital, Inc. Class A Common Stock",NYSE,N,
BRT,BRT Apartments Corp. (MD) Common Stock,NYSE,N,
BRW,Saba Capital Income & Opportunities Fund SBI,NYSE,N,
BRX,Brixmor Property Group Inc. Common Stock,NYSE,N,
BSAC,Banco Santander - Chile ADS,NYSE,N,
BSBR,"Banco Santander Brasil SA American Depositary Shares, each representing one unit",NYSE,N,
BSL,Blackstone Senior Floating Rate 2027 Term Fund Common Shares of Beneficial Interest,NYSE,N,
BSM,"Black Stone Minerals, L.P. Common units representing limited partner interests",NYSE,N,
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,NYSE,N,
BSTZ,BlackRock Science and Technology Term Trust Common Shares of Beneficial Interest,NYSE,N,
BSX,Boston Scientific Corporation Common Stock,NYSE,N,
BTA,BlackRock Long-Term Municipal Advantage Trust Common Shares of Beneficial Interest,NYSE,N,
BTE,Baytex Energy Corp Common Shares,NYSE,N,
BTI,"British American Tobacco  Industries, p.l.c. Common Stock ADR",NYSE,N,
BTO,John Hancock Financial Opportunities Fund Common Stock,NYSE,N,
BTT,BlackRock Municipal 2030 Target Term Trust,NYSE,N,
BTU,Peabody Energy Corporation Common Stock ,NYSE,N,
BTX,BlackRock Technology and Private Equity Term Trust Common Shares of Beneficial Interest,NYSE,N,
BTZ,BlackRock Credit Allocation Income Trust,NYSE,N,
BUD,Anheuser-Busch Inbev SA Sponsored ADR (Belgium),NYSE,N,
BUI,"BlackRock Utility, Infrastructure & Power Opportunities Trust",NYSE,N,
BUR,Burford Capital Limited Ordinary Shares,NYSE,N,
BURL,"Burlington Stores, Inc. Common Stock",NYSE,N,
BV,"BrightView Holdings, Inc. Common Stock",NYSE,N,
BVN,Buenaventura Mining Company Inc.,NYSE,N,
BW,"Babcock & Wilcox Enterprises, Inc. Common Stock",NYSE,N,
BW$A,"Babcock & Wilcox Enterprises, Inc. 7.75% Series A Cumulative Perpetual Preferred Stock",NYSE,N,
BWA,BorgWarner Inc. Common Stock,NYSE,N,
BWG,BrandywineGLOBAL Global Income Opportunities Fund Inc.,NYSE,N,
BWLP,BW LPG Limited Common Shares,NYSE,N,
BWMX,"Betterware de Mexico, S.A.P.I. de C.V. Ordinary Shares",NYSE,N,
BWNB,"Babcock & Wilcox Enterprises, Inc. 6.50% Senior Notes due 2026",NYSE,N,
BWSN,"Babcock & Wilcox Enterprises, Inc. 8.125% Senior Notes due 2026",NYSE,N,
BWXT,"BWX Technologies, Inc. Common Stock",NYSE,N,
BX,Blackstone Inc. Common Stock,NYSE,N,
BXC,Bluelinx Holdings Inc. Common Stock,NYSE,N,
BXMT,"Blackstone Mortgage Trust, Inc. Common Stock",NYSE,N,
BXMX,Nuveen S&P 500 Buy-Write Income Fund Common Shares of Beneficial Interest,NYSE,N,
BXP,"BXP, Inc. Common Stock",NYSE,N,
BXSL,Blackstone Secured Lending Fund Common Shares of Beneficial Interest,NYSE,N,
BY,"Byline Bancorp, Inc. Common Stock",NYSE,N,
BYD,Boyd Gaming Corporation Common Stock,NYSE,N,
BYM,Blackrock Municipal Income Quality Trust Common Shares of Beneficial Interest,NYSE,N,
BZH,"Beazer Homes USA, Inc. Common Stock",NYSE,N,
C,"Citigroup, Inc. Common Stock",NYSE,N,
C$N,Citigroup Capital XIII 7.875% Fixed rate Floating Rate trust Preferred Securities (TruPS),NYSE,N,
CAAP,Corporacion America Airports SA Common Shares,NYSE,N,
CABO,"Cable One, Inc. Common Stock",NYSE,N,
CACI,"CACI International, Inc. Class A Common Stock",NYSE,N,
CADE,Cadence Bank Common Stock,NYSE,N,
CADE$A,Cadence Bank 5.50% Series A ,NYSE,N,
CAE,CAE Inc. Ordinary Shares,NYSE,N,
CAF,Morgan Stanley China A Share Fund Inc. Common Stock,NYSE,N,
CAG,"ConAgra Brands, Inc. Common Stock",NYSE,N,
CAH,"Cardinal Health, Inc. Common Stock",NYSE,N,
CAL,"Caleres, Inc. Common Stock",NYSE,N,
CALX,"Calix, Inc Common Stock",NYSE,N,
CANG,Cango Inc. Class A Ordinary Shares,NYSE,N,
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,NYSE,N,
CARR,Carrier Global Corporation Common Stock ,NYSE,N,
CARS,Cars.com Inc. Common Stock ,NYSE,N,
CAT,"Caterpillar, Inc. Common Stock",NYSE,N,
CATO,Cato Corporation (The) Class A Common Stock,NYSE,N,
CAVA,"CAVA Group, Inc. Common Stock",NYSE,N,
CB,Chubb Limited  Common Stock,NYSE,N,
CBAN,"Colony Bankcorp, Inc. Common Stock",NYSE,N,
CBL,"CBL & Associates Properties, Inc. Common Stock",NYSE,N,
CBNA,"Chain Bridge Bancorp, Inc. Class A Common Stock",NYSE,N,
CBRE,CBRE Group Inc Common Stock Class A,NYSE,N,
CBT,Cabot Corporation Common Stock,NYSE,N,
CBU,"Community Financial System, Inc. Common Stock",NYSE,N,
CBZ,"CBIZ, Inc. Common Stock",NYSE,N,
CC,Chemours Company (The) Common Stock,NYSE,N,
CCI,Crown Castle Inc. Common Stock,NYSE,N,
CCID,Carlyle Credit Income Fund 7.375% Series D Term Preferred Shares due 2028,NYSE,N,
CCIF,Carlyle Credit Income Fund Shares of Beneficial Interest,NYSE,N,
CCJ,Cameco Corporation Common Stock,NYSE,N,
CCK,"Crown Holdings, Inc.",NYSE,N,
CCL,Carnival Corporation Common Stock,NYSE,N,
CCM,Concord Medical Services Holdings Limited American Depositary Shares (Each represents thirty (30) Class A ordinary shares),NYSE,N,
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock",NYSE,N,
CCS,"Century Communities, Inc. Common Stock",NYSE,N,
CCU,"Compania Cervecerias Unidas, S.A. Common Stock",NYSE,N,
CCZ,Comcast Holdings ZONES,NYSE,N,
CDE,"Coeur Mining, Inc. Common Stock",NYSE,N,
CDLR,Cadeler A/S American Depositary Share (each representing four (4) Ordinary Shares),NYSE,N,
CDP,COPT Defense Properties Common Shares of Beneficial Interest,NYSE,N,
CDR$B,"Cedar Realty Trust, Inc. 7.25% Series B Cumulative Redeemable Preferred Stock",NYSE,N,
CDR$C,"Cedar Realty Trust, Inc. 6.50% Series C Cumulative Redeemable Preferred Stock",NYSE,N,
CDRE,"Cadre Holdings, Inc. Common Stock",NYSE,N,
CE,Celanese Corporation Common Stock,NYSE,N,
CEE,"The Central and Eastern Europe Fund, Inc. (The) Common Stock",NYSE,N,
CELG.R,Bristol-Myers Squibb Company Celegne Contingent Value Rights,NYSE,N,
CEPU,Central Puerto S.A. American Depositary Shares (each represents ten Common Shares),NYSE,N,
CF,"CF Industries Holdings, Inc. Common Stock",NYSE,N,
CFG,"Citizens Financial Group, Inc. Common Stock",NYSE,N,
